movie_id,title,description,filename
49,白蛇：縁起,晩唐の時代、天下が動乱に堕ち、さらに国師は民に蛇狩りを強要し、民が生活に喘いていた。そんな中、数百年の修行で人間の姿を変化していた蛇の妖怪「白」は、国師を刺殺しようとしたが失敗。逃亡の末、白は滝から落ち、記憶をなくしてしまい、蛇狩りの少年「許宣」に救われた。白が蛇の妖怪ということも徐々に明らかになってきた一方、国師と蛇一族との間にも激しい戦いが始まろうとした。大きな試練が与えられた二人の未来は一体…。,49.jpg
50,ミッドサマー,家族を不慮の事故で失ったダニー(フローレンス・ピュー)は、大学で民俗学を研究する恋人や友人と5人でスウェーデンの奥地で開かれる“90年に一度の祝祭”を訪れる。美しい花々が咲き乱れ、太陽が沈まないその村は、優しい住人が陽気に歌い踊る楽園のように思えた。しかし、次第に不穏な空気が漂い始め、ダニーの心はかき乱されていく。妄想、トラウマ、不安、恐怖......それは想像を絶する悪夢の始まりだった。,50.jpg
51,劇場版 ファイナルファンタジーXIV 光のお父さん,仕事一筋だった父が、突然会社を辞めた。母と妹も一日中ボーっとテレビを見ている父を、遠巻きに眺めている。父の本音を知りたい、そんな願いに突き動かされたアキオはある計画を閃く。子供の頃、一緒に遊んだ思い出のあるゲーム「ファイナルファンタジー」のオンラインの世界に父を誘い、自分は正体を隠して共に冒険に出るのだ。アキオは顔も本名も知らないゲーム仲間たちの協力のもと、計画を進めていく。だが、この時のアキオは思いもしなかった。父に、誰にも告げていない秘密があるとは――。,51.jpg
52,アラジン,ダイヤモンドの心を持ちながら、本当の自分の居場所を探す貧しい青年アラジンが巡り合ったのは、王宮の外の世界での自由を求める王女ジャスミンと、 “３つの願い”を叶えることができる“ランプの魔人”ジーニー。 果たして3人はこの運命の出会いによって、それぞれの“本当の願い”に気づき、それを叶えることはできるのだろうか──？,52.jpg
53,楽園,ある地方都市で起きた少女失踪事件。家族と周辺住民に深い影を落とした出来事をきっかけに知り合った孤独な青年・豪士と、失踪した少女の親友だった紡。不幸な生い立ち、過去に受けた心の傷、それぞれの不遇に共感しあうふたり。だが、事件から12年後に再び同じＹ字の分かれ道で少女が姿を消して、事態は急変する。一方、その場所にほど近い集落で暮らす善次郎は、亡くした妻の忘れ形見である愛犬と穏やかな日々を過ごしていた。だが、ある行き違いから周辺住民といさかいとなり、孤立を深める。次第に正気は失われ、誰もが想像もつかなかった事件に発展する。2つの事件、3つの運命、その陰に隠される真実とは―。“楽園”を求め、戻ることができない道を進んだ者の運命とは―。,53.jpg
54,この世界の（さらにいくつもの）片隅に,ここではひとりぼっち、と思ってた。 広島県呉に嫁いだすずは、夫・周作とその家族に囲まれて、新たな生活を始める。昭和19（1944）年、日本が戦争のただ中にあった頃だ。戦況が悪化し、生活は困難を極めるが、すずは工夫を重ね日々の暮らしを紡いでいく。ある日、迷い込んだ遊郭でリンと出会う。境遇は異なるが呉で初めて出会った同世代の女性に心通わせていくすず。しかしその中で、夫・周作とリンとのつながりを感じてしまう。昭和20（1945）年３月、軍港のあった呉は大規模な空襲に見舞われる。その日から空襲はたび重なり、すずも大切なものを失ってしまう。そして昭和20年の夏がやってくる――。,54.jpg
55,さよならくちびる,「二人とも本当に解散の決心は変わらないんだな？」全国7都市を回るツアーへの出発の朝、車に乗り込んだデュオ〈ハルレオ〉のハル（門脇麦）とレオ（小松菜奈）に、ローディ兼マネージャーのシマ（成田凌）が確認する。うなずく二人にシマは、「最後のライブでハルレオは解散」と宣言するのだった。2018年7月14日、解散ツアー初日から波乱は起きる。別行動をとったレオが、ライブに遅刻したのだ。険悪なムードの中、「今日が何の日かくらい憶えているよ」と、小さな封筒をハルに押し付けるレオ。しばらくして、何ごともなかったかのようにステージに現れるハルレオ。トレードマークのツナギ姿に、アコースティックギター。後ろでシマが、「たちまち嵐」を歌う二人をタンバリンでサポートする。次の街へ向かう車の中、助手席でレオからもらった封筒を開けるハルを見て、「そうか、今日はハルの誕生日か」と呟くシマに、「違うよ。初めてレオに声をかけた日だよ」と答えるハル。二人が出会ったのは、バイト先のクリーニング工場。上司に叱られ、むくれていたレオを、ハルがいきなり「ねえ、音楽やらない？あたしと」と誘ったのだ。,55.jpg
56,マスカレード・ホテル,都内で起こった3件の殺人事件。すべての事件現場に残された不可解な数字の羅列から、事件は予告連続殺人として捜査が開始された。警視庁捜査一課のエリート刑事・新田浩介（木村拓哉）はその数字が次の犯行場所を示していることを解読し、ホテル・コルテシア東京が4番目の犯行場所であることを突きとめる。しかし犯人への手掛かりは一切不明。そこで警察はコルテシア東京での潜入捜査を決断し、新田がホテルのフロントクラークとして犯人を追うこととなる。そして、彼の教育係に任命されたのは、コルテシア東京の優秀なフロントクラーク・山岸尚美（長澤まさみ）。お互いの立場の違いから幾度となく衝突する新田と尚美だったが、潜入捜査を進める中で、共にプロとしての価値観を理解しあうようになっていき、二人の間には次第に不思議な信頼関係が芽生えていく。,56.jpg
57,ザ・ファブル,どんな相手も6秒以内に殺す――。 “ファブル（寓話）”と呼ばれる謎の殺し屋（岡田准一）は、裏社会で誰もが「伝説」と恐れる存在だった。しかし、ちょっと仕事をし過ぎた彼に、ボス（佐藤浩市）はある指令を与える。 「一年間、一般人として普通に暮らせ。休業中に誰かを殺したら、俺がお前を殺す」ファブルは、佐藤アキラという偽名を使い、相棒のヨウコ（木村文乃）と共に生まれて初めて一般人として街に溶け込む生活を始める。インコを飼ったり、バイトしたり…。 殺しを封じ、《普通》を満喫し始めた矢先、ファブルの命を狙う裏社会の組織や、ファブルに助けを求める者たちが次々に現れ、事態は思わぬ方向へ急発進する！ 【絶対に殺してはいけない】指令のもと、絶体絶命のピンチを切り抜け平和に暮らせるのか―？！,57.jpg
58,イエスタデイ,“イエスタデイ＜昨日＞”まで、地球上の誰もがザ・ビートルズを知っていた。 しかし今日、彼らの名曲を覚えているのは世界で一人、ジャックだけ・・・ ジャックは突然、信じられない不思議な世界に身を置くこととなってしまった！ ジャックは、イギリスの小さな海辺の町に住む、悩めるシンガーソングライター。 幼なじみで親友のエリーから献身的に支えられているもののまったく売れず、音楽で有名になりたいという夢に限界を感じていた。そんな時、世界規模で瞬間的な停電が起こり、彼は交通事故に遭う。昏睡状態から目を覚ますと、この世には史上最も有名なバンド、ザ・ビートルズが存在していなかったことになっていることに気づくが・・・。,58.jpg
59,新聞記者,東都新聞記者・吉岡は、送り主不明の「医療系大学の新設」に関する極秘文書を元に、許認可先の内閣府を洗い始める。ほどなく神崎というキーパーソンに行き当たるが、神崎は投身自殺を遂げてしまう。一方、内閣情報調査室（内調）に勤める杉原は政権を守るための情報操作やマスコミ工作に明け暮れていた。しかし、外務省時代の尊敬する上司・神崎の死を通じて、官邸が強引に進める驚愕の計画を知ることになる。それぞれの全人生を賭けた、二人の選択とは！？,59.jpg
60,ワンス・アポン・ア・タイム・イン・ハリウッド,リック・ダルトン（レオナルド・ディカプリオ）は人気のピークを過ぎたTV俳優。映画スター転身の道を目指し焦る日々が続いていた。そんなリックを支えるクリフ・ブース（ブラッド・ピット）は彼に雇われた付き人でスタントマン、そして親友でもある。目まぐるしく変化するエンタテインメント業界で生き抜くことに精神をすり減らしているリックとは対照的に、いつも自分らしさを失わないクリフ。パーフェクトな友情で結ばれた二人だったが、時代は大きな転換期を迎えようとしていた。そんなある日、リックの隣に時代の寵児ロマン・ポランスキー監督と新進の女優シャロン・テート（マーゴット・ロビー）夫妻が越してくる。今まさに最高の輝きを放つ二人。この明暗こそハリウッド。リックは再び俳優としての光明を求め、イタリアでマカロニ・ウエスタン映画に出演する決意をするが―。 そして、1969年8月9日－それぞれの人生を巻き込み映画史を塗り替える【事件】は起こる。,60.jpg
61,バクラウ 地図から消された村,村の長老である老婆カルメリータの死をきっかけに故郷の村バクラウに戻ったテレサ。しかしその日から村では不可解なことが次々に起こり始める。突然、村はインターネットの地図上から姿を消し、上空には正体不明の飛行物体が現れる。村の生命線である給水車のタンクに何者かが銃を撃ち込み、村外れでは村人が血まみれの死体で発見される。めったに現れないはずの他所者の来訪、それは血で血を洗う暴力と惨劇の幕開けだった。,61.jpg
62,ジュマンジ／ネクスト・レベル,「ジュマンジ～！！！」と叫んで、ゲームクリアしてから2年。当時高校生だったスペンサー、マーサ、フリッジ、ベサニーもそれぞれの路を進み、今は大学生。しかし、スペンサーはあの時の興奮が忘れられず、粉々に破壊したハズのジュマンジをこっそり修理し始める。その瞬間、またしてもゲームの中に吸い込まれてしまった！ スペンサーを救出する為に、再びジュマンジにログインする3人。しかし、壊れたゲームの世界はバグっており、キャラの入れ替わり設定はめちゃくちゃ、しかもスペンサーのお祖父ちゃん達もジュマンジの中に！？そしてジャングルのみならず、砂漠、氷山など新たなステージが追加され難易度もレベルアップ！ゲームに吸い込まれたスペンサーは、いったいどのステージにいて、どんなキャラクターになっているのか！？しかも、今回一緒にゲームに挑むのはお祖父ちゃん・・・！完全に“無理ゲー”と化したジュマンジ！使えるライフは３回。スキルを駆使して、スペンサーを無事に救出できるのか？ 生きて現実世界に戻るには、呪われたゲーム“ジュマンジ”の謎をとき、全クリするしか方法がない！！ 無理ゲーのレベルを超えた、超絶壊滅級アクション・アドベンチャー！！！,62.jpg
63,天気の子,「あの光の中に、行ってみたかった」 高１の夏。離島から家出し、東京にやってきた帆高。 しかし生活はすぐに困窮し、孤独な日々の果てにようやく見つけた仕事は、怪しげなオカルト雑誌のライター業だった。 彼のこれからを示唆するかのように、連日降り続ける雨。 そんな中、雑踏ひしめく都会の片隅で、帆高は一人の少女に出会う。 ある事情を抱え、弟とふたりで明るくたくましく暮らす少女・陽菜。 彼女には、不思議な能力があった。 「ねぇ、今から晴れるよ」 少しずつ雨が止み、美しく光り出す街並み。 それは祈るだけで、空を晴れに出来る力だった――。,63.jpg
64,チャーリーズ・エンジェル,国際機密企業チャーリー・タウンゼント社で特殊訓練を受けたエリート女性エージェント組織、通称“チャーリーズ・エンジェル”。彼女たちは世界各地に拠点を置き、平和を見守る天使＝“エンジェル”として隠密に活動している。ある日、巨大テクノロジー企業に勤める天才プログラマーのエレーナ（ナオミ・スコット）は、自身が開発したプロダクト＝新エネルギー源“カリスト”を会社が武器として軍事利用していることに気づき、エンジェルたちに調査を依頼。それがきっかけで、エレーナは命を狙われることに。姿を見せないチャーリーに代わり、エンジェルたちにミッションを与える司令塔ボスレー（エリザベス・バンクス）は、変装と潜入を得意とするサビーナ（クリステン・スチュワート）、元MI6であらゆる武器を自在に操るジェーン（エラ・バリンスカ）と共に、エレーナを守りながら調査を開始。さらにはエレーナのハッキングスキルを高く評価し、新たなエンジェルとしてスカウトする。それぞれの特技を最大限に活用し調査を進める“チャーリーズ・エンジェル”は、ハンブルク、リオデジャネイロ、イスタンブールなど行く先々で立て続けに危機に直面する。チャーリー・タウンゼント社に内通者がいるのか―？,64.jpg
65,閉鎖病棟ーそれぞれの朝ー,長野県のとある精神科病院。 死刑執行が失敗し生きながらえた秀丸（笑福亭鶴瓶）。 幻聴に悩まされるチュウさん（綾野 剛）。 ＤＶが原因で入院する由紀（小松菜奈）。 三人は家族や世間から遠ざけられながらも心を通いあわせる。 彼らの日常に影を落とす衝撃的な事件はなぜ起きたのか。 それでも「今」を生きていく理由とはなにか。 法廷で明かされる真実が、こわれそうな人生を夜明けへと導く―――。,65.jpg
66,レイニーデイ・イン・ニューヨーク,大学生のカップル、ギャツビー（ティモシー・シャラメ）とアシュレー（エル・ファニング）は、ニューヨークでロマンチックな週末を過ごそうとしていた。きっかけは 、アシュレーが学校の課題で、有名な映画監督ローランド・ポラード（リーヴ・シュレイバー）にマンハッタンでインタビューをする機会に恵まれたこと。生粋のニューヨーカーのギャッツビーは、アリゾナ生まれのアシュレーに街を案内したくてたまらない。ギャッツビーは自分好みのクラシックなスポットを巡るためのプランを詰め込むが、２人の計画は晴れた日の夕立のように瞬く間に狂い始め、思いもしなかった出来事がつぎつぎと起こるのだった……。現代を代表するアイコニックな俳優たちが集結し、ニューヨークの街で運命のいたずらに翻弄される男女のキュートなロマンチック・コメディ！,66.jpg
67,ロマンスドール,一目惚れをして結婚した園子と幸せな日常を送りながら、ラブドール職人であることを隠し続けている哲雄。仕事にのめり込むうちに家庭を顧みなくなった哲雄は、恋焦がれて夫婦になったはずの園子と次第にセックスレスになっていく。いよいよ夫婦の危機が訪れそうになった時、園子は胸の中に抱えていた秘密を打ち明ける・・・・・・。,67.jpg
68,ひとよ,15年前、ある家族に起きた一夜の事件。それは、母とその子どもたち三兄妹の運命を大きく狂わせた。一家はあの晩の出来事に囚われたまま別々の人生を歩み、15年後に再会。葛藤と戸惑いの中で、一度崩壊した絆を取り戻そうともがき続ける。抗うことのできなかった家族の岐路と15年越しに向き合う一家が辿り着く先とは―。,68.jpg
69,ビバリウム,ようこそ、夢のマイホームへ・・・ 新居を探すトム(アイゼンバーグ)とジェマ(プーツ)は、ふと足を踏み入れた不動産屋から、全く同じ家が並ぶ住宅地<Yonder>を紹介される。内見を終え帰ろうとすると、ついさっきまで案内していた不動産屋 が見当たらない。不安に思った二人は、帰路につこうと車を走らせるが、どこまでいっても景色は一向に変 わらない。二人はこの住宅地から抜け出せなくなってしまったのだ―― そこへ送られてきた一つの段ボール。中には誰の子かわからないうまれたばかりの赤ん坊。 果たして二人はこの住宅地から出ることができるのか―不動産屋の狙いはいったい何なのかー?,69.jpg
70,アベンジャーズ／エンドゲーム,最強を超える敵“サノス”によって、アベンジャーズのメンバーを含む全宇宙の生命の半分が一瞬で滅ぼされてしまった…。残されたアイアンマンをはじめとするヒーローたちはもう一度集結し、サノスに立ち向かうため、そして世界を救うために最後にして史上最大の戦いに挑む──。,70.jpg
71,幼い依頼人,ロースクールを卒業して出世の道を突き進むはずだったジョンヨプ(イ・ドンフィ)は何度も就職に失敗し、姉の勧めで臨時に児童福祉館に就職 する。ある日、継母から虐待を受けている“ダビン”姉弟に出会うが、さほど深刻に考えていなかった彼は、また来るという言葉だけを残して去 る。数日後、法律事務所に就職したジョンヨプは電話を受けダビンの鼓膜が破れたことを知る。ジョンヨプは継母からダビンを引き離そうとす るが、かえって誘拐犯扱いをされ、その後弟ミンジュンの死に加え殺人の被疑者とされたダビンを見て衝撃を受ける。何もかも間違った方向に 進んでしまったと感じたジョンヨプは、真実を明かすため、ついにダビンの弁護士になることを決心する。,71.jpg
72,人間失格 太宰治と3人の女たち,天才作家・太宰治。身重の妻・美知子とふたりの子どもがいながら恋の噂が絶えず、自殺未遂を繰り返す－。その破天荒な生き方で文壇から疎まれているが、ベストセラーを連発して時のスターとなっていた。太宰は、作家志望の静子の文才に惚れこんで激しく愛し合い、同時に未亡人の富栄にも救いを求めていく。ふたりの愛人に子どもがほしいと言われるイカれた日々の中で、それでも夫の才能を信じる美知子に叱咤され、遂に自分にしか書けない「人間に失格した男」の物語に取りかかるのだが・・・。,72.jpg
73,トイ・ストーリー４,“おもちゃにとって大切なのは子供のそばにいること”──新たな持ち主ボニーを見守るウッディ、バズらの前に現れたのは彼女の一番のお気に入りで手作りおもちゃのフォーキー。彼は自分をゴミだと思い込み逃げ出してしまう...。ボニーのためにフォーキーを救おうとするウッディを待ち受けていたのは、一度も愛されたことのないおもちゃや、かつての仲間ボーとの運命的な出会い、そしてスリルあふれる遊園地での壮大な冒険だった。見たことのない新しい世界で、最後にウッディが選んだ“驚くべき決断”とは...? 世界中が涙した前作を超える、「トイ・ストーリー」史上最大の感動のアドベンチャー。その結末は、あなたの想像を超える──。,73.jpg
74,Swallow／スワロウ,完璧な夫、美しいニューヨーク郊外の邸宅、ハンターは誰もが羨む暮らしを手に入れた。ところが、夫は彼女の話を真剣に聞いてはくれず、義父母からも蔑ろにされ、孤独で息苦しい日々を過ごしていた。そんな中、ハンターの妊娠が発覚する。待望の第一子を授かり歓喜の声をあげる夫と義父母であったが、ハンターの孤独は深まっていくばかり。ある日、ふとしたことからハンターはガラス玉を呑み込みたいという衝動にかられる。彼女は導かれるままガラス玉を口に入れ、呑み下すのだが、痛みとともに得も言われぬ充足感と快楽を得る。異物を“呑み込む”ことで多幸感に満ちた生活を手に入れたハンターは、次第により危険なものを口にしたいという欲望に取り憑かれていく…。,74.jpg
75,ドクター・スリープ,ダニーは、40年前の雪山のホテルの惨劇で、狂った父親に殺されかけたトラウマを抱えている。大人になった今も人を避けるかのように孤独に暮らす彼の周りで児童ばかりを狙った不可解な連続殺人事件が起きる。ある日、彼の前に謎の少女が現れる。その少女は特別な力でその事件を目撃してしまったのだ…ダニーと少女はこの事件の謎を追う中で、あの惨劇が起きた『シャイニング』のホテルに辿り着く。亡霊たちが巣食い、人を狂わせる呪われたホテルで起きる新たな恐怖。そしてふたりに待ち受ける想像を絶する結末とは―,75.jpg
76,スパイダーマン：ファー・フロム・ホーム,“ホーム”であるニューヨークを離れ、舞台はヨーロッパへ。ピーター（トム・ホランド）は親友のネッド（ジェイコブ・バタロン）やMJ（ゼンデイヤ）たちと2週間の夏休み旅行へ出かける。 そこでピーターの前に突如現れるのは、S.H.I.E.L.D.の長官、ニック・フューリー（サミュエル・L・ジャクソン）だ。「出番だぞ。私と共に戦う覚悟はあるか？」とピーターに告げるが・・。,76.jpg
77,ガンズ・アキンボ,ゲーム会社のプログラマー、マイルズ(ダニエル・ラドクリフ)はネットの掲示板やコメント欄に過激な書き 込みをする“ネット荒らし”をすることで仕事の憂さ晴らしをしていた。ある日マイルズは、街を舞台に殺し合いをさせ、それを視聴する人気の闇サイト「スキズム」でいつものように攻撃的なコメントを書き込みまくっていた。しかし、 この目に余る荒らしに対し、サイトを管理する闇の組織のボス、リクターが激怒。IPアドレスからマイルズの住所を特定し、マイルズを麻酔で気絶させる。目を覚ましたマイルズは意識が朦朧とする中で驚愕する。両手にボルトで拳銃が固定されていたのだ—。さらにリクターはマイルズの元彼女を拉致し、「スキズム」で最強の殺し屋ニックスと戦い、勝てたら解放すると条件を突きつける。ゲームの中でしか銃を撃った経験がないマイルズは 2 丁拳銃(=アキンボ)を武器にこの無理ゲーな殺し合いで生き残り、タイムリミット24時間以内にニックスを倒し、元カノを無事に救出できるのか—!?,77.jpg
78,エンド・オブ・ステイツ,かつて世界を未曾有のテロ事件から救ったシークレット・サービス、マイク・バニング（ジェラルド・バトラー）。英雄として名を馳せ、今もトランブル大統領（モーガン・フリーマン）から絶大な信頼を得ているが、歴戦の負傷は彼の体を蝕んでいた。 引退が頭をよぎるようになっていたある日、休暇中のトランブル大統領に空から大量のドローン爆弾が襲いかかる。激しい攻撃の中意識を失い、目を覚ますとマイクは大統領暗殺を企てた容疑者として拘束され、FBIの執拗な尋問を受けていた。 何者かが仕組んだ陰謀。なんとか隙を突いて逃げ出した彼は、真実を明らかにするため走り出す。 傷だらけの英雄、最後の戦いが今始まる―,78.jpg
79,ナイブズ・アウト／名探偵と刃の館の秘密,NYの豪邸で世界的ミステリー作家の85歳の誕生日パーティーが開かれた翌朝、彼が遺体で発見される。名探偵ブノワ・ブランは、匿名の人物からこの事件の調査依頼を受けることになる。パーティーに参加していた資産家の家族や看護師、家政婦ら屋敷にいた全員が第一容疑者。調査が進むうちに名探偵が家族のもつれた謎を解き明かし、事件の真相に迫っていく―。,79.jpg
80,キングダム,紀元前245年、春秋戦国時代、中華・西方の国「秦」。戦災孤児の少年の信（山﨑賢人） と漂（吉沢亮） は、いつか天下の大将軍になることを夢見て日々剣術の鍛練を積んでいた。ある日、漂は王都の大臣である昌文君（髙嶋政宏） によって召し上げられ王宮へ。信と漂の二人は別の道を歩むことになる……。 王宮では王弟・成蟜（本郷奏多） によるクーデターが勃発。戦いの最中、漂は致命傷を負いながらも、信のいる納屋にたどり着く。「今すぐそこに行け…」血まみれの手で握りしめていた地図を信に託し、漂は息絶える。信は漂が携えていた剣とその地図とともに走り出した。 地図が示す小屋にたどり着いた信の目に飛び込んできたのは、静かにたたずむ漂の姿だった！？ 死んだはずの漂がなぜ―,80.jpg
81,1917 命をかけた伝令,第一次世界大戦真っ只中の1917年のある朝、若きイギリス人兵士のスコフィールドとブレイクにひとつの重要な任務が命じられる。それは一触即発の最前線にいる1600人の味方に、明朝までに作戦中止の命令を届けること。 進行する先には罠が張り巡らされており、さらに1600人の中にはブレイクの兄も配属されていたのだ。 戦場を駆け抜け、この伝令が間に合わなければ、兄を含めた味方兵士全員が命を落とし、イギリスは戦いに敗北することになる― 刻々とタイムリミットが迫る中、2人の危険かつ困難なミッションが始まる・・・。,81.jpg
82,ワイルド・スピード／スーパーコンボ,ロサンゼルスで娘と暮らす、ワイルドなスタイルで超重量級のクルマを操る追跡のプロ・元FBI特別捜査官ルーク・ホブスと、ロンドンで優雅な生活を送る、クールなスタイルで超高級なクルマを駆る規格外の元MI6エージェント・デッカード・ショウ。 2人の元に、行方をくらませたMI6の女性エージェント・ハッティを保護して欲しいという政府の協力要請が入る。 ハッティは全人類の半分を滅ぼす新型ウイルス兵器をテロ組織から奪還したが、組織を率いる、肉体改造を施された超人的な戦士・ブリクストンに急撃され、ウイルスと共に消息を絶った。しかも、彼女はショウの妹でもあるという。ホブスとショウは「こんな奴と誰が組むか！」と協力を拒否するが、ウイルスの回収を最優先するため、仕方なく手を組む事に…世界の命運はこの2人に託された！,82.jpg
83,モロッコ、彼女たちの朝,臨月のお腹を抱えてカサブランカの路地をさまようサミア。イスラーム社会では未婚の母はタブー。美容師の仕事も住まいも失った。ある晩、路上で眠るサミアを家に招き入れたのは、小さなパン屋を営むアブラだった。アブラは夫の死後、幼い娘のワルダとの生活を守るために、心を閉ざして働き続けてきた。パン作りが得意でおしゃれ好きなサミアの登場は、孤独だった親子の生活に光をもたらす。商売は波に乗り、町中が祭りの興奮に包まれたある日、サミアに陣痛が始まった。生まれ来る子の幸せを願い、養子に出すと覚悟していた彼女だが……。,83.jpg
84,僕のワンダフル・ジャーニー,前作で、50年で3回も生まれ変わり、最愛の飼い主イーサン(デニス・クエイド)との再会を果たした犬のベイリー。続編となる今作でもその “犬生”が終わりを迎え、再びイーサンに別れを告げようとしたベイリーに、「孫娘のCJを守ってほしい」という新たな<使命>が与えられる。イーサンや妻ハンナ(マージ・ヘルゲンバーガー)とうまくいかなくなったママのグロリア(ベティ・ギルピン)が、突然CJを連れて出て行ってしまったのだ。,84.jpg
85,ジェミニマン,ウィル・スミス演じる伝説的暗殺者ヘンリーは、政府に依頼されたミッションを遂行中、何者かに襲撃される。自分の動きを全て把握し、神出鬼没で絶対に殺せないと評される最強のターゲットをヘンリーが追い詰めたとき、襲撃者の正体が秘密裏に作られた“若い自分自身”のクローンだという衝撃の事実を知り、政府を巻き込む巨大な陰謀に巻き込まれていく。,85.jpg
86,屍人荘の殺人,神紅大学のミステリー愛好会に所属する葉村譲（神木隆之介）と明智恭介（中村倫也）は学内の事件を推理する自称【ホームズ】と【ワトソン】。しかし葉村はミステリー小説オタクなのに全く推理が当たらない万年助手。事件の匂いを嗅ぎつけては首を突っ込む会長の明智に振り回される日々を送っていた。そんなある日、2人の前に剣崎比留子（浜辺美波）という謎の美人女子大生探偵が現れ、ロックフェス研究会の合宿への参加を持ちかける。部員宛てに謎の脅迫状が届いたこと、去年の参加者の中に行方知れずの女子部員がいることを伝え、葉村と明智の興味をひく。３人が向かった先は山奥に佇むペンション【紫湛荘】。そこに次々と現れるクセモノだらけの宿泊者。しかし葉村たちは想像を絶する異常事態に巻き込まれ、立て篭りを余儀なくされる。一夜が明け、ひとりの惨殺死体が発見される。それは死因もトリックも全てが前代未聞の連続殺人の幕開けだった——,86.jpg
87,十二人の死にたい子どもたち,死にたいけど、殺されるのはイヤ。 その日、１２人の未成年たちが、安楽死を求め廃病院の密室に集まった。「みんなで死ねば、怖くないから」ところが、彼らはそこで１３人目のまだ生あたたかい死体に遭遇。突然の出来事にはばまれる彼らの安楽死。あちこちに残る不自然な犯行の痕跡、次々起こる奇妙な出来事。彼らだけしか知らない計画のはず。まさかこの１２人の中に殺人鬼が……？ 死体の謎と犯人をめぐり、疑心暗鬼の中ウソとダマしあいが交錯し、１２人の死にたい理由が生々しくえぐられいく。 全員、ヤバい。気が抜けない。 いつ誰が殺人鬼と化すかもわからず、パニックは最高潮に。,87.jpg
88,アド・アストラ,ロイ・マグブライドは地球外知的生命体を探求に人生を捧げた英雄の父を見て育ち、自身も宇宙士の仕事を選んだ。しかし、その父は地球外生命体の探索に出た船に乗ってから 16年後、43億キロ離れた太陽系の彼方で行方不明となった。だが、父は生きていた──。,88.jpg
89,猿楽町で会いましょう,駆け出しのフォトグラファー小山田は、撮影で読者モデルのユカと出会う。コケティッシュでピュアなユカに惹かれ、彼女を被写体に次々と作品を撮り始める小山田。そして二人は付き合い始め、猿楽町で撮った作品はコンテストで受賞し周囲に認められ始める。しかし、元カレの存在を知った小山田は次第にユカの言動を疑いはじめ…。ハッピーなボーイ・ミーツ・ガールが一転、シニカルなクライマックスに向けて疾走する。,89.jpg
90,アス,アデレードは夫のゲイブ、娘のゾーラ、息子のジェイソンと共に夏休みを過ごす為、幼少期に住んでいた、カリフォルニア州サンタクルーズの家を訪れる。早速、友人達と一緒にビーチへ行くが、不気味な偶然に見舞われた事で、過去の原因不明で未解決なトラウマがフラッシュバックする。やがて、家族の身に恐ろしい事が起こるという妄想を強めていくアデレード。その夜、家の前に自分達とそっくりな“わたしたち”がやってくる・・・。,90.jpg
91,ジョジョ・ラビット,舞台は、第二次世界大戦下のドイツ。心優しい10歳の少年ジョジョ（ローマン・グリフィン・デイビス）は、空想上の友だちのアドルフ・ヒトラー（タイカ・ワイティティ）の助けを借りながら、青少年集団ヒトラーユーゲントで立派な兵士になろうと奮闘していた。 しかし、ジョジョは訓練でウサギを殺すことができず、教官から”ジョジョ・ラビット”という不名誉なあだ名をつけられ、仲間たちからもからかわれてしまう。 そんなある日、母親（スカーレット・ヨハンソン）とふたりで暮らしていたジョジョは、家の片隅に隠された小さな部屋で、ユダヤ人の少女（トーマサイン・マッケンジー）がこっそりと匿われていることに気付く。ジョジョの頼りとなるのは、ちょっぴり皮肉屋で口うるさいアドルフだけ…。臆病なジョジョの生活は一体どうなってしまうのか！？,91.jpg
92,ザ・ピーナッツバター・ファルコン,老人の養護施設で暮らすダウン症の青年ザックは、子どもの頃から憧れていたプロレスラーの養成学校に入ることを夢見て、ある日施設を脱走する。一方、しっかり者の兄を亡くし孤独な毎日を送っていた漁師・タイラーは、他人の獲物を盗んでいたのがバレて、ボートに乗って逃げだす。ジョージア州サバンナ郊外を舞台に、偶然にも出会った二人の旅の辿り着く先は・・・・・・？やが て、ザックを探してやってきた施設の看護師エレノアも加わって、知らない世界との新たな出会いに導かれ、彼らの旅は想像をもしていなかった冒険へと変化していく。,92.jpg
93,キャプテン・マーベル,過去の記憶を失ったヒーロー、キャプテン・マーベル。彼女の記憶には、恐るべき戦いの引き金となる “秘密”が隠されていた。正体不明の敵に狙われた彼女が、最後につかむ“衝撃の真実”とは…？禁断の記憶をめぐるサスペンスフル・アクションが幕を開ける！,93.jpg
94,デッド・ドント・ダイ,アメリカの田舎町センターヴィル。3人だけの警察署で働くロバートソン保安官（ビル・マーレイ）とピーターソン保安官代理（アダム・ドライバー）は、いつもの他愛のない住人のトラブルの対応に追われていたが、突如、街にゾンビが出現しだし、思わぬ事態に巻き込まれていく・・・。,94.jpg
95,劇場版 名探偵コナン ベイカー街（ストリート）の亡霊,シャーロック・ホームズが活躍した100年前のロンドンに、コナンたちが迷い込む！？世界最高・仮想体感ゲーム「コクーン」に操られる50人の命。現実で起こったふたつの事件と、バーチャルゲームの中で起こる事件がリンクする中で父・優作と共に人工頭脳「ノアズ・アーク」に挑むコナン！コナンと参加者の少年たちが助け合いながら事件を解決してゆくジュブナイルミステリー。©2002 青山剛昌／小学館･読売テレビ･日本テレビ･小学館プロダクション･東宝･TMS,95.jpg
